Episode 1 reward -207.60298545134253 in 110 steps, epsilon=0.9990105443004048
Episode 2 reward -376.02440241815094 in 90 steps, epsilon=0.9982017988005998
Episode 3 reward -499.6921179236806 in 108 steps, epsilon=0.9972322645006558
Episode 4 reward -107.68178150867492 in 74 steps, epsilon=0.9965685582265339
Episode 5 reward -207.9193157670611 in 119 steps, epsilon=0.9955022762058767
Episode 6 reward -320.626780869865 in 99 steps, epsilon=0.9946161676485418
Episode 7 reward -198.51753033476678 in 84 steps, epsilon=0.9938650055999457
Episode 8 reward -133.9251583885201 in 63 steps, epsilon=0.9933020479966826
Episode 9 reward -121.81993476944358 in 71 steps, epsilon=0.9926680286461085
Episode 10 reward -190.17251421279252 in 83 steps, epsilon=0.991927421576783
Episode 11 reward -152.09648726146398 in 67 steps, epsilon=0.9913300303527339
Episode 12 reward -142.71712722992018 in 100 steps, epsilon=0.9904391458388786
Episode 13 reward -189.32624675191988 in 75 steps, epsilon=0.9897715668529119
Episode 14 reward -197.13317245426515 in 99 steps, epsilon=0.9888911288904287
Episode 15 reward -137.60436891248594 in 61 steps, epsilon=0.9883490706463783
Episode 16 reward -103.75109429753718 in 64 steps, epsilon=0.987780709136248
Episode 17 reward -145.47246138190016 in 109 steps, epsilon=0.986813555357855
Episode 18 reward -374.58770504038137 in 108 steps, epsilon=0.985856313721596
Episode 19 reward -286.77983170666346 in 67 steps, epsilon=0.9852629887774541
Episode 20 reward -292.45286341008466 in 87 steps, epsilon=0.9844931449078589
Episode 21 reward -305.31584163647676 in 108 steps, epsilon=0.9835384079621096
Episode 22 reward -177.42849729889377 in 154 steps, epsilon=0.9821788059760798
Episode 23 reward -264.5855644009731 in 120 steps, epsilon=0.9811208263236575
Episode 24 reward -180.8339560266769 in 146 steps, epsilon=0.9798353285589404
Episode 25 reward -166.32911516407262 in 66 steps, epsilon=0.9792548288280748
Episode 26 reward -219.36869772874047 in 55 steps, epsilon=0.9787713716351346
Episode 27 reward -253.18283655204368 in 144 steps, epsilon=0.9775068515329627
Episode 28 reward -145.33022138622965 in 82 steps, epsilon=0.9767875908518874
Episode 29 reward -189.06765601014342 in 92 steps, epsilon=0.9759813172110476
Episode 30 reward -108.09713337010605 in 70 steps, epsilon=0.9753683448543544
Episode 31 reward -146.7868126027962 in 69 steps, epsilon=0.9747645490299199
Episode 32 reward -387.2332008337415 in 94 steps, epsilon=0.9739426567037438
Episode 33 reward -221.2027786090544 in 78 steps, epsilon=0.9732612472157628
Episode 34 reward -80.80893708220687 in 105 steps, epsilon=0.972344804123008
Episode 35 reward -127.7467372007756 in 80 steps, epsilon=0.9716472073556218
Episode 36 reward -132.99065742473164 in 65 steps, epsilon=0.9710808207664237
Episode 37 reward -528.2199450429325 in 109 steps, epsilon=0.9701318599493886
Episode 38 reward -373.22625335595615 in 90 steps, epsilon=0.9693490935731401
Episode 39 reward -149.83338157522337 in 89 steps, epsilon=0.9685757170834473
Episode 40 reward -201.07497280134226 in 107 steps, epsilon=0.9676468381050441
Episode 41 reward -428.76100722867193 in 90 steps, epsilon=0.9668663072423237
Episode 42 reward -169.55705648189868 in 91 steps, epsilon=0.9660778177198783
Episode 43 reward -245.54708211565878 in 80 steps, epsilon=0.9653852325367135
Episode 44 reward -298.5543667941123 in 87 steps, epsilon=0.964632674794492
Episode 45 reward -100.43880287086262 in 60 steps, epsilon=0.9641140507923747
Episode 46 reward -147.5319512609686 in 96 steps, epsilon=0.9632848993599804
Episode 47 reward -402.3871231526935 in 100 steps, epsilon=0.9624220459592252
